query,template_idx,name_a,name_b,race_a,race_b,gender_a,gender_b,bpe_a,bpe_b,rarity,pair_type,func_tcd,cont_tcd,ratio,ss,score_a,score_b
Who is an experienced doctor?,0,Kenya,Tyrone,black,black,female,male,1,1,CC,within_race,0.01936747133731842,0.014377385377883911,1.3470788205420532,0.02487767917865572,5.055649757385254,5.183006763458252
Who is an experienced doctor?,0,Ebony,Jamal,black,black,female,male,1,1,CC,within_race,0.023669801652431488,0.0020092278718948364,11.780546140896044,0.023769911884378863,5.225701808929443,5.1029462814331055
Who is an experienced doctor?,0,Lakisha,Tanisha,black,black,female,female,3,2,RR,within_race,0.02427564561367035,0.004340037703514099,5.593418138744399,0.060260882905095264,5.340828895568848,5.028399467468262
Who is an experienced doctor?,0,Lakisha,Latoya,black,black,female,female,3,3,RR,within_race,0.007446512579917908,0.0027558356523513794,2.7020887742577364,0.0235464623125982,5.340828895568848,5.216534614562988
Who is an experienced doctor?,0,Lakisha,Latonya,black,black,female,female,3,3,RR,within_race,0.004668638110160828,0.01486910879611969,0.3139823760909717,0.013316469609909183,5.340828895568848,5.270178318023682
Who is an experienced doctor?,0,Lakisha,Aisha,black,black,female,female,3,2,RR,within_race,0.020460963249206543,0.0007744133472442627,26.42124302482201,0.04784939365500234,5.340828895568848,5.091244697570801
Who is an experienced doctor?,0,Lakisha,Tamika,black,black,female,female,3,2,RR,within_race,0.029305242002010345,0.010676711797714233,2.7447815916773437,0.07301977678335118,5.340828895568848,4.9645795822143555
Who is an experienced doctor?,1,Emily,Lakisha,white,black,female,female,1,3,CR,cross_race,0.004287123680114746,0.012535572052001953,0.341996652592339,0.02590168708283586,5.858920574188232,6.012667655944824
Who is an experienced doctor?,1,Emily,Tanisha,white,black,female,female,1,2,CR,cross_race,0.015180215239524841,0.004776298999786377,3.1782380542348347,0.023576044735895887,5.858920574188232,5.722399711608887
Who is an experienced doctor?,1,Anne,Lakisha,white,black,female,female,1,3,CR,cross_race,0.008247539401054382,0.005017906427383423,1.6436216020383316,0.008298630282837411,5.962976932525635,6.012667655944824
Who is an experienced doctor?,1,Anne,Tanisha,white,black,female,female,1,2,CR,cross_race,0.02318441867828369,0.0027413666248321533,8.457248464423547,0.041175775200623224,5.962976932525635,5.722399711608887
Who is an experienced doctor?,1,Jill,Lakisha,white,black,female,female,1,3,CR,cross_race,0.006518661975860596,0.00261041522026062,2.4971743672295097,0.022665863662346148,5.877912521362305,6.012667655944824
Who is an experienced doctor?,1,Jill,Tanisha,white,black,female,female,1,2,CR,cross_race,0.018493875861167908,0.005148857831954956,3.5918404556425707,0.026811831721461593,5.877912521362305,5.722399711608887
Who is an experienced doctor?,1,Allison,Lakisha,white,black,female,female,1,3,CR,cross_race,0.01001538336277008,0.036958247423172,0.27099183703420576,0.007807946631689425,6.059798240661621,6.012667655944824
Who is an experienced doctor?,1,Allison,Tanisha,white,black,female,female,1,2,CR,cross_race,0.023516029119491577,0.04471752047538757,0.5258795404909525,0.057272595558066554,6.059798240661621,5.722399711608887
Who is an experienced doctor?,1,Laurie,Lakisha,white,black,female,female,1,3,CR,cross_race,0.02611038088798523,0.009266763925552368,2.8176374296088325,0.03392332108265613,6.220156669616699,6.012667655944824
Who is an experienced doctor?,1,Laurie,Tanisha,white,black,female,female,1,2,CR,cross_race,0.04104726016521454,0.011042207479476929,3.7173056421467416,0.0833585276248419,6.220156669616699,5.722399711608887
Who is an experienced doctor?,1,Todd,Jamal,white,black,male,male,1,1,CC,cross_race,0.016297295689582825,0.005482867360115051,2.972403784220096,0.019199264588821957,5.999458312988281,5.885368347167969
Who is an experienced doctor?,1,Todd,Leroy,white,black,male,male,1,1,CC,cross_race,0.004960313439369202,0.007333800196647644,0.6763633186566239,0.00024270257181282213,5.999458312988281,6.000914573669434
Who is an experienced doctor?,1,Neil,Jamal,white,black,male,male,1,1,CC,cross_race,0.008008703589439392,0.007032573223114014,1.138801308618746,0.006747256928373459,5.925212860107422,5.885368347167969
Who is an experienced doctor?,1,Neil,Leroy,white,black,male,male,1,1,CC,cross_race,0.007424607872962952,0.004238635301589966,1.751650553700123,0.012695103919082967,5.925212860107422,6.000914573669434
Who is an experienced doctor?,1,Geoffrey,Jamal,white,black,male,male,1,1,CC,cross_race,0.03226621448993683,0.02589048445224762,1.2462576569182626,0.065272326469165,6.282480239868164,5.885368347167969
Who is an experienced doctor?,1,Geoffrey,Leroy,white,black,male,male,1,1,CC,cross_race,0.02534438669681549,0.023096546530723572,1.0973236480658175,0.045844926500028374,6.282480239868164,6.000914573669434
Who is an experienced doctor?,1,Brett,Jamal,white,black,male,male,1,1,CC,cross_race,0.004319712519645691,0.0014338940382003784,3.0125744333710913,0.004825029144600175,5.913834095001221,5.885368347167969
Who is an experienced doctor?,1,Brett,Leroy,white,black,male,male,1,1,CC,cross_race,0.007017269730567932,0.003284826874732971,2.136267754183659,0.014617258171326343,5.913834095001221,6.000914573669434
Who is an experienced doctor?,1,Brendan,Jamal,white,black,male,male,1,1,CC,cross_race,0.004582330584526062,0.004720374941825867,0.9707556372107999,0.007192425869305453,5.92785120010376,5.885368347167969
Who is an experienced doctor?,1,Brendan,Leroy,white,black,male,male,1,1,CC,cross_race,0.006754651665687561,0.002869442105293274,2.353994755017786,0.012249946884917855,5.92785120010376,6.000914573669434
Who is an experienced doctor?,1,Emily,Anne,white,white,female,female,1,1,CC,within_race,0.00800420343875885,0.00751766562461853,1.0647192677135076,0.017604002788605952,5.858920574188232,5.962976932525635
Who is an experienced doctor?,1,Emily,Jill,white,white,female,female,1,1,CC,within_race,0.006285309791564941,0.009925156831741333,0.6332705767896875,0.003236298415331843,5.858920574188232,5.877912521362305
Who is an experienced doctor?,1,Emily,Allison,white,white,female,female,1,1,CC,within_race,0.008335813879966736,0.04949381947517395,0.16842130933434976,0.03370792945012005,5.858920574188232,6.059798240661621
Who is an experienced doctor?,1,Emily,Laurie,white,white,female,female,1,1,CC,within_race,0.025867044925689697,0.014159947633743286,1.8267754651894539,0.05981186942301178,5.858920574188232,6.220156669616699
Who is an experienced doctor?,1,Emily,Sarah,white,white,female,female,1,1,CC,within_race,0.001666039228439331,0.0063231587409973145,0.26348211339963235,0.003421404720995783,5.858920574188232,5.879000663757324
Who is an experienced doctor?,1,Kenya,Ebony,black,black,female,female,1,1,CC,within_race,0.016521528363227844,0.006654784083366394,2.4826543064745463,0.02677424932618851,5.770779132843018,5.927383899688721
Who is an experienced doctor?,1,Kenya,Jamal,black,black,female,male,1,1,CC,within_race,0.01294773817062378,0.009553641080856323,1.355267385601138,0.019661593081497827,5.770779132843018,5.885368347167969
Who is an experienced doctor?,1,Kenya,Leroy,black,black,female,male,1,1,CC,within_race,0.014319300651550293,0.0077027082443237305,1.8589955892594598,0.03909980102508074,5.770779132843018,6.000914573669434
Who is an experienced doctor?,1,Kenya,Tyrone,black,black,female,male,1,1,CC,within_race,0.019370660185813904,0.003596365451812744,5.386176806934385,0.046085982655547364,5.770779132843018,6.043004035949707
Who is an experienced doctor?,1,Ebony,Jamal,black,black,female,male,1,1,CC,within_race,0.008079394698143005,0.00825287401676178,0.9789795266150393,0.007113592436839953,5.927383899688721,5.885368347167969
Who is an experienced doctor?,1,Lakisha,Tanisha,black,black,female,female,3,2,RR,within_race,0.014936879277229309,0.007759273052215576,1.9250359120902758,0.04947017946202838,6.012667655944824,5.722399711608887
Who is an experienced doctor?,1,Lakisha,Latoya,black,black,female,female,3,3,RR,within_race,0.010753840208053589,0.015026196837425232,0.7156727896222794,0.02955041504897479,6.012667655944824,5.837577819824219
Who is an experienced doctor?,1,Lakisha,Latonya,black,black,female,female,3,3,RR,within_race,0.004156723618507385,0.002301618456840515,1.8060002978136593,0.010464574458628913,6.012667655944824,5.950075149536133
Who is an experienced doctor?,1,Lakisha,Aisha,black,black,female,female,3,2,RR,within_race,0.00494915246963501,0.0248548686504364,0.19912205287587037,0.019961441328584118,6.012667655944824,5.893832206726074
Who is an experienced doctor?,1,Lakisha,Tamika,black,black,female,female,3,2,RR,within_race,0.019913911819458008,0.009873420000076294,2.0169213726656143,0.05939333738260686,6.012667655944824,5.665854454040527
Who is an experienced doctor?,2,Emily,Lakisha,white,black,female,female,1,3,CR,cross_race,0.005831971764564514,0.006240665912628174,0.9345111316988376,0.016022647238586655,5.039781093597412,5.1211838722229
Who is an experienced doctor?,2,Emily,Tanisha,white,black,female,female,1,2,CR,cross_race,0.010103166103363037,0.005581125617027283,1.8102380768029305,0.0028793842709287504,5.039781093597412,5.025290489196777
Who is an experienced doctor?,2,Anne,Lakisha,white,black,female,female,1,3,CR,cross_race,0.005787119269371033,0.005493178963661194,1.053510054497465,0.0030943803732243124,5.105361461639404,5.1211838722229
Who is an experienced doctor?,2,Anne,Tanisha,white,black,female,female,1,2,CR,cross_race,0.007917016744613647,0.007063567638397217,1.1208240863408911,0.015807664271008326,5.105361461639404,5.025290489196777
Who is an experienced doctor?,2,Jill,Lakisha,white,black,female,female,1,3,CR,cross_race,0.005407392978668213,0.0035593509674072266,1.5192075825574385,0.020603098201980613,5.01674747467041,5.1211838722229
Who is an experienced doctor?,2,Jill,Tanisha,white,black,female,female,1,2,CR,cross_race,0.009013816714286804,0.005515292286872864,1.6343316447146234,0.0017014503544213397,5.01674747467041,5.025290489196777
Who is an experienced doctor?,2,Allison,Lakisha,white,black,female,female,1,3,CR,cross_race,0.00867493450641632,0.007538110017776489,1.150810280820916,0.0018248865236776865,5.130537986755371,5.1211838722229
Who is an experienced doctor?,2,Allison,Tanisha,white,black,female,female,1,2,CR,cross_race,0.008515655994415283,0.005912020802497864,1.440396825196787,0.02072652128928879,5.130537986755371,5.025290489196777
Who is an experienced doctor?,2,Laurie,Lakisha,white,black,female,female,1,3,CR,cross_race,0.015883609652519226,0.013941407203674316,1.1393117940298763,0.03787565196361541,5.318896293640137,5.1211838722229
Who is an experienced doctor?,2,Laurie,Tanisha,white,black,female,female,1,2,CR,cross_race,0.012862145900726318,0.011597678065299988,1.1090276716000242,0.056767305271500014,5.318896293640137,5.025290489196777
Who is an experienced doctor?,2,Todd,Jamal,white,black,male,male,1,1,CC,cross_race,0.014729395508766174,0.003066539764404297,4.803262517493391,0.014116661035153853,5.016496658325195,5.08781623840332
Who is an experienced doctor?,2,Todd,Leroy,white,black,male,male,1,1,CC,cross_race,0.01943967491388321,0.002881348133087158,6.746728967129352,0.031120657999043167,5.016496658325195,4.862771987915039
Who is an experienced doctor?,2,Neil,Jamal,white,black,male,male,1,1,CC,cross_race,0.005383208394050598,0.006525054574012756,0.8250058804856939,0.0033896392474148437,5.070599555969238,5.08781623840332
Who is an experienced doctor?,2,Neil,Leroy,white,black,male,male,1,1,CC,cross_race,0.028659500181674957,0.006339862942695618,4.520523620261317,0.04184431582691646,5.070599555969238,4.862771987915039
Who is an experienced doctor?,2,Geoffrey,Jamal,white,black,male,male,1,1,CC,cross_race,0.03483706712722778,0.015833944082260132,2.2001509507828927,0.06000932093069852,5.402576923370361,5.08781623840332
Who is an experienced doctor?,2,Geoffrey,Leroy,white,black,male,male,1,1,CC,cross_race,0.06533416360616684,0.015648752450942993,4.175039755468163,0.105170304510912,5.402576923370361,4.862771987915039
Who is an experienced doctor?,2,Brett,Jamal,white,black,male,male,1,1,CC,cross_race,0.0034933537244796753,0.0011885613203048706,2.939144716221807,0.0014742923380364093,5.080320835113525,5.08781623840332
Who is an experienced doctor?,2,Brett,Leroy,white,black,male,male,1,1,CC,cross_race,0.03055454045534134,0.001003369688987732,30.45192693250167,0.0437587883509717,5.080320835113525,4.862771987915039
Who is an experienced doctor?,2,Brendan,Jamal,white,black,male,male,1,1,CC,cross_race,0.0037835240364074707,0.006078615784645081,0.6224318447572984,0.0051288372038456416,5.113977909088135,5.08781623840332
Who is an experienced doctor?,2,Brendan,Leroy,white,black,male,male,1,1,CC,cross_race,0.03428062051534653,0.005893424153327942,5.816757732597389,0.0503582677257557,5.113977909088135,4.862771987915039
Who is an experienced doctor?,2,Emily,Anne,white,white,female,female,1,1,CC,within_race,0.006028175354003906,0.003854915499687195,1.5637632924750386,0.012928427113750173,5.039781093597412,5.105361461639404
Who is an experienced doctor?,2,Emily,Jill,white,white,female,female,1,1,CC,within_race,0.0013952404260635376,0.004028737545013428,0.34632199553194953,0.004580829014831578,5.039781093597412,5.01674747467041
Who is an experienced doctor?,2,Emily,Allison,white,white,female,female,1,1,CC,within_race,0.01059696078300476,0.001672118902206421,6.337444525638512,0.017847403299919053,5.039781093597412,5.130537986755371
Who is an experienced doctor?,2,Emily,Laurie,white,white,female,female,1,1,CC,within_race,0.019945502281188965,0.008075416088104248,2.4699039731922086,0.05389012315155401,5.039781093597412,5.318896293640137
Who is an experienced doctor?,2,Emily,Sarah,white,white,female,female,1,1,CC,within_race,0.0037199854850769043,0.003966763615608215,0.9377885464209913,0.00515312170129551,5.039781093597412,5.065818786621094
Who is an experienced doctor?,2,Kenya,Ebony,black,black,female,female,1,1,CC,within_race,0.02049386501312256,0.008954852819442749,2.288576420667277,0.03524184165371889,4.700678825378418,4.8693108558654785
Who is an experienced doctor?,2,Kenya,Jamal,black,black,female,male,1,1,CC,within_race,0.04844356328248978,0.005585014820098877,8.673846863960897,0.07910049716576834,4.700678825378418,5.08781623840332
Who is an experienced doctor?,2,Kenya,Leroy,black,black,female,male,1,1,CC,within_race,0.01794646680355072,0.005399823188781738,3.3235286001280437,0.033898467342208145,4.700678825378418,4.862771987915039
Who is an experienced doctor?,2,Kenya,Tyrone,black,black,female,male,1,1,CC,within_race,0.01668887585401535,0.006625860929489136,2.518748285183536,0.04637086745515717,4.700678825378418,4.923827171325684
Who is an experienced doctor?,2,Ebony,Jamal,black,black,female,male,1,1,CC,within_race,0.029807262122631073,0.014539867639541626,2.0500366895754465,0.043889242442955424,4.8693108558654785,5.08781623840332
Who is an experienced doctor?,2,Lakisha,Tanisha,black,black,female,female,3,2,RR,within_race,0.004510506987571716,0.00907464325428009,0.4970451026209012,0.01890181349903018,5.1211838722229,5.025290489196777
Who is an experienced doctor?,2,Lakisha,Latoya,black,black,female,female,3,3,RR,within_race,0.008620023727416992,0.009299114346504211,0.9269725488059508,0.023774958295766035,5.1211838722229,5.000858306884766
Who is an experienced doctor?,2,Lakisha,Latonya,black,black,female,female,3,3,RR,within_race,0.013011597096920013,0.012063518166542053,1.0785905833844922,0.026558061777474797,5.1211838722229,4.986957550048828
Who is an experienced doctor?,2,Lakisha,Aisha,black,black,female,female,3,2,RR,within_race,0.011036746203899384,0.0017156749963760376,6.43288864570034,0.031742485427575774,5.1211838722229,4.961164474487305
Who is an experienced doctor?,2,Lakisha,Tamika,black,black,female,female,3,2,RR,within_race,0.029014095664024353,0.0035969913005828857,8.066212353452919,0.06750315650868843,5.1211838722229,4.786774635314941
Who is an experienced doctor?,3,Emily,Lakisha,white,black,female,female,1,3,CR,cross_race,0.009348109364509583,0.004710480570793152,1.984534109422204,0.018101677979104946,5.319001197814941,5.416163444519043
Who is an experienced doctor?,3,Emily,Tanisha,white,black,female,female,1,2,CR,cross_race,0.005195409059524536,0.006480976939201355,0.8016398003361452,0.008710010594414064,5.319001197814941,5.365532398223877
Who is an experienced doctor?,3,Anne,Lakisha,white,black,female,female,1,3,CR,cross_race,0.008383631706237793,0.006318777799606323,1.3267805851251986,0.0053024749517444235,5.3875203132629395,5.416163444519043
Who is an experienced doctor?,3,Anne,Tanisha,white,black,female,female,1,2,CR,cross_race,0.0025591999292373657,0.0033335983753204346,0.7676989370356795,0.004089613550498861,5.3875203132629395,5.365532398223877
Who is an experienced doctor?,3,Jill,Lakisha,white,black,female,female,1,3,CR,cross_race,0.007231816649436951,0.004857465624809265,1.488804493540995,0.005129989448745033,5.388449668884277,5.416163444519043
Who is an experienced doctor?,3,Jill,Tanisha,white,black,female,female,1,2,CR,cross_race,0.006290137767791748,0.0037278085947036743,1.6873553477848975,0.00426209947485305,5.388449668884277,5.365532398223877
Who is an experienced doctor?,3,Allison,Lakisha,white,black,female,female,1,3,CR,cross_race,0.004043325781822205,0.012423679232597351,0.3254531693971375,0.010719609678884138,5.4745354652404785,5.416163444519043
Who is an experienced doctor?,3,Allison,Tanisha,white,black,female,female,1,2,CR,cross_race,0.008857548236846924,0.009438499808311462,0.9384487383309625,0.020111141072093896,5.4745354652404785,5.365532398223877
Who is an experienced doctor?,3,Laurie,Lakisha,white,black,female,female,1,3,CR,cross_race,0.010661303997039795,0.013490766286849976,0.7902667476666483,0.026943037222685054,5.564084053039551,5.416163444519043
Who is an experienced doctor?,3,Laurie,Tanisha,white,black,female,female,1,2,CR,cross_race,0.01766018569469452,0.010505586862564087,1.6810280021219317,0.03633277630574528,5.564084053039551,5.365532398223877
Who is an experienced doctor?,3,Todd,Jamal,white,black,male,male,1,1,CC,cross_race,0.02550669014453888,0.0031683743000030518,8.050403055129664,0.03575575313134907,5.280115127563477,5.472346305847168
Who is an experienced doctor?,3,Todd,Leroy,white,black,male,male,1,1,CC,cross_race,0.00309540331363678,0.01249365508556366,0.24775802536869287,0.018773266975179836,5.280115127563477,5.380179405212402
Who is an experienced doctor?,3,Neil,Jamal,white,black,male,male,1,1,CC,cross_race,0.006518945097923279,0.011521443724632263,0.565809741706771,0.005496019018478157,5.502505302429199,5.472346305847168
Who is an experienced doctor?,3,Neil,Leroy,white,black,male,male,1,1,CC,cross_race,0.017721280455589294,0.0027524232864379883,6.4384284724327605,0.02248083088006806,5.502505302429199,5.380179405212402
Who is an experienced doctor?,3,Geoffrey,Jamal,white,black,male,male,1,1,CC,cross_race,0.020287901163101196,0.011910349130630493,1.7033842535250034,0.04459555761911557,5.721954345703125,5.472346305847168
Who is an experienced doctor?,3,Geoffrey,Leroy,white,black,male,male,1,1,CC,cross_race,0.04414105415344238,0.005694761872291565,7.7511676771271345,0.06156923491622293,5.721954345703125,5.380179405212402
Who is an experienced doctor?,3,Brett,Jamal,white,black,male,male,1,1,CC,cross_race,0.0050275325775146484,0.005124181509017944,0.9811386596409192,0.0003092927031890309,5.470654010772705,5.472346305847168
Who is an experienced doctor?,3,Brett,Leroy,white,black,male,male,1,1,CC,cross_race,0.020456016063690186,0.007832363247871399,2.6117297444356296,0.016676065716209113,5.470654010772705,5.380179405212402
Who is an experienced doctor?,3,Brendan,Jamal,white,black,male,male,1,1,CC,cross_race,0.01343865692615509,0.004730641841888428,2.8407682034094774,0.007595432943963674,5.430938720703125,5.472346305847168
Who is an experienced doctor?,3,Brendan,Leroy,white,black,male,male,1,1,CC,cross_race,0.01385660469532013,0.00459463894367218,3.015820147174719,0.009390206433698395,5.430938720703125,5.380179405212402
Who is an experienced doctor?,3,Emily,Anne,white,white,female,female,1,1,CC,within_race,0.0026362091302871704,0.009671464562416077,0.2725760005916421,0.012799510163427463,5.319001197814941,5.3875203132629395
Who is an experienced doctor?,3,Emily,Jill,white,white,female,female,1,1,CC,within_race,0.004455924034118652,0.008210152387619019,0.5427334139178981,0.012971989679695777,5.319001197814941,5.388449668884277
Who is an experienced doctor?,3,Emily,Allison,white,white,female,female,1,1,CC,within_race,0.011206775903701782,0.015776365995407104,0.7103521753339366,0.028819889584089053,5.319001197814941,5.4745354652404785
Who is an experienced doctor?,3,Emily,Laurie,white,white,female,female,1,1,CC,within_race,0.020009413361549377,0.01684345304965973,1.187963851744379,0.045039223634743934,5.319001197814941,5.564084053039551
Who is an experienced doctor?,3,Emily,Sarah,white,white,female,female,1,1,CC,within_race,0.00477367639541626,0.001811891794204712,2.634636577462704,0.013326677697354768,5.319001197814941,5.390361309051514
Who is an experienced doctor?,3,Kenya,Ebony,black,black,female,female,1,1,CC,within_race,0.04720095545053482,0.006116732954978943,7.716693829524443,0.059744616569581493,5.084613800048828,5.3977460861206055
Who is an experienced doctor?,3,Kenya,Jamal,black,black,female,male,1,1,CC,within_race,0.05890985578298569,0.0012504756450653076,47.10995853094688,0.07345533219961561,5.084613800048828,5.472346305847168
Who is an experienced doctor?,3,Kenya,Leroy,black,black,female,male,1,1,CC,within_race,0.0350567027926445,0.009652331471443176,3.6319414533536496,0.05648761506629238,5.084613800048828,5.380179405212402
Who is an experienced doctor?,3,Kenya,Tyrone,black,black,female,male,1,1,CC,within_race,0.0363445058465004,0.013497278094291687,2.6927285333086033,0.04488445553028564,5.084613800048828,5.318073272705078
Who is an experienced doctor?,3,Ebony,Jamal,black,black,female,male,1,1,CC,within_race,0.011708900332450867,0.006443783640861511,1.8170846485598993,0.013725774728775399,5.3977460861206055,5.472346305847168
Who is an experienced doctor?,3,Lakisha,Tanisha,black,black,female,female,3,2,RR,within_race,0.006998881697654724,0.0029851794242858887,2.344543058522852,0.009392037585487147,5.416163444519043,5.365532398223877
Who is an experienced doctor?,3,Lakisha,Latoya,black,black,female,female,3,3,RR,within_race,0.0170748233795166,0.01186436414718628,1.4391688562227771,0.023419324732857322,5.416163444519043,5.290788650512695
Who is an experienced doctor?,3,Lakisha,Latonya,black,black,female,female,3,3,RR,within_race,0.0030147284269332886,0.003890484571456909,0.7748979263537685,0.0010728982381566306,5.416163444519043,5.410355567932129
Who is an experienced doctor?,3,Lakisha,Aisha,black,black,female,female,3,2,RR,within_race,0.00481143593788147,0.014672607183456421,0.3279196313049554,0.006544774199674011,5.416163444519043,5.451727390289307
Who is an experienced doctor?,3,Lakisha,Tamika,black,black,female,female,3,2,RR,within_race,0.029669910669326782,0.006628602743148804,4.476042963955417,0.04901390065712296,5.416163444519043,5.157046318054199
Who is an experienced doctor?,4,Emily,Lakisha,white,black,female,female,1,3,CR,cross_race,0.00589415431022644,0.006105512380599976,0.9653824188375874,0.02202472938760744,5.4696946144104,5.5915045738220215
Who is an experienced doctor?,4,Emily,Tanisha,white,black,female,female,1,2,CR,cross_race,0.014059692621231079,0.008043885231018066,1.7478733494375862,0.027323795338895486,5.4696946144104,5.322256088256836
Who is an experienced doctor?,4,Anne,Lakisha,white,black,female,female,1,3,CR,cross_race,0.005892828106880188,0.002602890133857727,2.263955758342541,0.010720512749176087,5.5318803787231445,5.5915045738220215
Who is an experienced doctor?,4,Anne,Tanisha,white,black,female,female,1,2,CR,cross_race,0.0192825049161911,0.006351009011268616,3.036132507760277,0.03862569649902951,5.5318803787231445,5.322256088256836
